bat_speed,impact_height,ball_length,ball_line,timing,front_foot,shot_type
91.61,45.64,3.348,28.38,0.7052,1,cover_drive
55.24,17.59,4.332,-18.94,0.3549,1,defensive
71.65,85.46,6.577,12.01,0.597,0,cut
47.29,15.57,4.064,-4.54,0.6132,1,defensive
79.78,32.74,4.121,44.28,0.5393,1,defensive
87.14,111.77,4.933,77.84,0.5024,0,cut
97.73,75.44,5.585,37.54,0.7126,0,cut
92.35,57.47,5.803,80.99,0.873,0,cut
86.37,15.67,1.795,27.21,0.8754,1,defensive
78.17,31.26,3.237,81.56,0.6415,1,cover_drive
79.23,55.82,3.451,-9.89,0.8065,1,straight_drive
85.53,42.88,4.869,13.32,0.6576,0,defensive
99.78,36.85,2.79,19.62,0.7591,1,straight_drive
69.12,29.32,3.591,22.75,0.6217,0,defensive
102.8,89.14,6.811,16.23,0.7271,0,pull
67.39,36.68,3.55,-97.09,0.7176,1,flick
86.89,39.96,2.758,9.13,0.8181,1,straight_drive
82.25,64.48,7.217,43.08,0.777,1,cut
90.14,38.97,3.585,43.28,0.7215,1,cover_drive
85.42,60.81,2.704,-59.91,0.9073,0,flick
109.33,57.03,3.264,60.19,0.772,1,cover_drive
75.54,42.03,3.341,-2.6,0.6275,1,defensive
87.07,40.54,4.346,44.07,0.4606,0,defensive
89.56,68.95,5.561,77.75,0.528,0,cut
69.03,73.68,5.881,117.72,0.7389,1,cut
88.35,74.98,4.982,48.26,0.8446,0,cut
80.35,56.59,5.322,-25.24,0.6384,0,pull
78.28,46.55,3.821,-42.7,0.6987,1,flick
89.48,46.79,5.935,26.85,0.7842,0,cut
77.1,32.93,5.006,54.96,0.6496,1,defensive
95.11,33.57,3.508,26.9,0.6518,1,cover_drive
88.43,62.78,5.044,41.39,0.6425,0,cut
85.37,63.77,2.825,-49.33,0.6141,0,flick
70.97,39.67,3.641,13.03,0.3944,0,defensive
94.72,53.63,6.482,51.89,0.9166,1,cut
82.85,6.39,5.594,29.54,0.511,1,defensive
92.34,53.62,3.069,55.4,0.6591,1,cover_drive
103.55,18.08,3.767,48.25,0.6078,1,cover_drive
106.83,75.63,7.018,0.89,0.3203,0,pull
108.3,78.82,6.646,-19.45,0.8134,0,pull
90.49,72.94,6.47,97.35,0.6414,1,cut
85.03,40.38,3.128,75.77,0.7629,1,cover_drive
82.16,44.6,3.283,18.85,0.7061,0,straight_drive
62.14,42.11,4.155,27.48,0.7782,0,defensive
118.75,85.72,6.988,-8.48,0.9034,0,pull
93.34,62.78,6.887,-1.16,0.7727,0,pull
96.83,39.08,3.438,80.74,0.7125,1,cover_drive
86.38,65.63,6.184,87.39,0.6177,0,cut
110.98,90.98,6.439,25.58,0.6791,0,pull
98.38,69.37,6.056,83.08,0.8415,0,cut
80.4,40.11,3.941,-33.83,0.7549,1,flick
98.35,31.28,2.788,26.25,0.8579,1,straight_drive
105.66,37.75,3.532,33.85,0.8549,1,cover_drive
99.13,34.3,2.967,77.97,0.8083,1,cover_drive
103.86,50.01,5.941,65.63,0.4028,0,cut
78.02,63.68,6.769,23.32,0.8617,0,cut
74.27,65.08,5.656,74.54,0.5069,1,cut
104.52,49.38,3.985,52.68,0.7297,1,cover_drive
104.6,76.53,5.514,10.41,0.4443,1,pull
79.93,60.74,5.972,98.49,0.653,1,cut
92.52,58.54,3.423,30.17,0.6975,1,straight_drive
97.98,71.23,2.885,-50.78,0.7709,1,flick
73.64,42.64,4.249,8.7,0.5656,1,defensive
85.73,33.68,3.126,35.28,0.9977,1,cover_drive
102.55,43.88,3.462,-5.46,0.7275,1,straight_drive
74.11,80.92,6.075,118.37,0.679,0,cut
57.28,60.18,3.946,50.72,0.6781,0,defensive
92.55,23.49,3.594,77.09,0.7479,1,cover_drive
92.5,41.8,5.405,63.9,0.5824,1,cut
83.5,65.39,6.514,-44.44,0.7503,0,pull
84.37,88.7,6.637,0.01,0.8248,0,pull
58.66,27.73,3.269,5.28,0.7313,1,defensive
97.95,59.06,3.659,-32.23,0.5529,1,flick
110.05,51.21,5.92,7.14,0.8024,0,pull
95.69,59.04,2.795,65.62,0.6928,1,cover_drive
102.66,80.22,6.86,-37.36,0.7479,0,pull
79.5,43.69,3.056,-46.17,0.9477,1,flick
89.84,60.43,4.585,-43.35,0.472,1,flick
67.18,30.42,3.246,-64.12,0.5622,1,flick
100.38,52.26,4.143,79.31,0.7439,1,cover_drive
98.85,26.25,3.244,41.89,0.6071,1,cover_drive
99.48,23.72,2.878,33.49,0.6511,1,cover_drive
58.26,27.31,4.246,41.01,0.586,1,defensive
96.72,84.03,6.741,79.23,0.6493,0,cut
92.8,31.85,3.678,-78.01,0.9063,0,flick
83.95,57.95,5.746,76.54,0.96,0,cut
100.56,68.51,6.115,65.3,0.6683,0,cut
91.85,45.7,3.539,23.66,0.6607,1,straight_drive
86.63,32.49,2.609,74.39,0.8299,1,cover_drive
103.86,27.26,2.26,33.05,0.9488,1,straight_drive
121.49,78.6,6.375,-47.97,0.6479,0,pull
89.42,62.08,6.403,-30.16,0.8989,0,pull
87.24,39.78,3.563,-41.46,0.673,0,flick
110.17,105.84,5.053,-81.91,0.5585,0,pull
62.55,66.29,5.509,-17.33,0.5272,0,defensive
94.18,62.92,6.241,-0.37,0.6161,0,pull
102.43,12.3,3.712,48.59,0.825,1,cover_drive
77.49,27.91,2.515,31.47,0.8153,1,straight_drive
79.91,35.06,3.865,-34.81,0.8068,1,flick
94.25,30.58,4.151,-47.27,0.7094,0,flick
109.43,87.19,6.396,-34.06,0.5645,0,pull
93.65,46.58,5.347,-30.94,0.6016,1,pull
96.42,35.84,3.453,38.68,0.4866,1,cover_drive
92.54,64.87,6.812,49.39,0.8537,0,cut
82.24,34.18,4.015,57.3,0.5695,0,defensive
100.45,77.35,6.178,-63.94,0.5841,1,pull
89.75,78.14,7.682,43.57,0.5429,0,pull
71.55,52.29,2.58,-3.37,0.6501,1,flick
98.29,35.28,3.306,49.13,0.8052,1,cover_drive
86.04,78.15,6.202,77.77,0.6915,0,cut
82.16,43.57,2.207,-41.44,0.6968,0,flick
102.1,78.71,6.977,31.19,0.6835,0,pull
102.89,78.71,5.018,-17.55,0.8772,0,pull
92.63,68.86,2.943,38.0,0.4348,1,straight_drive
106.33,42.77,4.01,-10.27,0.8352,0,flick
68.24,37.88,4.59,-22.98,0.4091,0,defensive
120.49,66.35,5.428,-8.59,0.6582,0,cut
90.8,41.38,2.82,14.6,0.9568,1,straight_drive
73.53,32.64,3.51,104.16,0.7936,1,cover_drive
106.44,89.52,6.202,-42.87,0.8073,1,pull
85.3,57.96,4.205,63.04,0.6121,1,cover_drive
85.65,100.77,6.353,8.91,0.4408,1,pull
113.3,72.27,6.369,-18.2,0.72,0,pull
86.34,62.92,5.592,33.82,0.76,0,pull
90.99,63.03,7.108,-4.63,0.5108,0,pull
96.58,15.95,2.851,69.83,0.7311,1,cover_drive
77.67,52.41,5.126,-5.06,0.6045,0,defensive
61.01,48.26,4.042,-12.04,0.5248,1,defensive
84.76,43.76,3.457,-54.71,0.7309,0,flick
102.57,86.35,7.689,-45.37,0.8448,1,pull
104.86,48.91,6.984,9.89,0.3806,0,pull
105.52,72.43,7.018,-27.75,0.6221,0,pull
113.21,44.89,2.011,91.52,0.5779,1,cover_drive
94.77,24.14,2.428,44.59,0.811,1,straight_drive
94.83,25.95,3.369,-14.29,0.6984,1,straight_drive
65.84,59.74,5.009,58.62,0.7095,1,defensive
82.48,40.56,4.346,0.97,0.9084,1,defensive
93.71,47.07,4.629,63.94,0.5878,0,cut
98.63,64.41,3.26,-79.86,0.8396,0,flick
91.07,68.18,7.369,-13.88,0.7933,0,pull
97.64,13.76,4.244,41.67,0.5686,1,defensive
108.52,67.97,7.85,-9.18,0.9285,0,pull
97.61,47.39,2.044,17.41,0.7821,1,straight_drive
66.72,63.86,4.669,-38.83,0.7567,0,defensive
86.11,26.2,2.727,0.95,0.7655,1,straight_drive
85.46,36.16,3.33,31.92,0.7236,1,straight_drive
84.55,51.3,5.408,-2.32,0.5572,1,defensive
86.82,46.21,3.663,-44.37,0.8449,1,flick
105.59,54.93,3.324,0.25,0.9244,1,straight_drive
75.39,32.0,3.407,-31.61,0.5674,1,defensive
98.64,96.77,7.799,-17.24,0.7914,1,pull
64.62,17.95,5.534,-21.66,0.5872,1,defensive
85.89,31.87,3.023,75.42,0.7462,1,cover_drive
95.49,52.85,6.094,26.61,0.6532,1,defensive
96.94,89.7,6.087,-7.57,0.9802,1,pull
104.31,39.15,2.479,28.0,0.8533,1,cover_drive
106.07,39.9,5.965,73.4,0.9956,1,cut
78.23,77.44,3.861,-21.14,0.7258,0,flick
72.52,47.04,4.25,49.95,0.7505,0,defensive
112.07,49.77,6.299,-27.08,0.5456,1,pull
104.69,71.1,5.668,37.32,0.5917,0,cut
94.14,26.21,3.317,43.67,0.6527,1,cover_drive
88.38,48.89,3.646,61.8,0.8633,1,cover_drive
75.87,30.94,4.7,56.72,0.3814,1,defensive
85.02,38.89,2.177,12.49,0.5721,1,straight_drive
91.63,26.56,6.036,93.91,0.6879,1,defensive
81.47,38.31,3.916,0.46,0.6794,1,straight_drive
90.26,87.26,6.409,77.18,0.7516,0,cut
92.55,76.35,5.294,68.11,0.7249,1,cut
64.48,3.52,4.839,-9.3,0.7259,1,defensive
83.83,73.68,7.215,7.45,0.7508,0,pull
95.05,40.85,3.021,-19.83,0.5999,1,flick
77.5,56.18,4.564,-39.82,0.6895,1,defensive
95.12,32.39,2.714,74.22,0.8171,1,cover_drive
89.82,16.91,3.154,74.61,0.5602,1,cover_drive
78.5,43.84,4.019,-19.37,0.4831,1,flick
74.38,24.79,3.59,-54.37,0.76,1,flick
115.33,23.55,2.395,35.63,0.8237,1,straight_drive
83.38,39.66,3.608,73.2,0.8763,1,cover_drive
99.93,38.88,4.667,22.94,0.5239,1,defensive
92.8,35.18,2.302,42.55,0.6711,1,straight_drive
91.46,87.92,6.823,-32.99,0.8533,0,pull
97.19,22.75,3.531,41.2,0.7428,1,cover_drive
103.38,36.57,2.641,47.01,0.7208,0,cover_drive
98.75,47.1,2.489,2.05,1.0,1,straight_drive
98.49,38.01,3.586,4.68,0.7551,1,cover_drive
93.74,57.68,6.283,-16.49,0.8328,1,pull
95.67,96.88,7.389,62.6,0.9092,0,cut
61.07,61.06,3.555,58.14,0.6457,1,defensive
107.02,55.83,3.258,11.44,0.8021,1,straight_drive
86.64,64.84,5.744,-52.1,0.5069,1,pull
79.34,22.53,2.51,-19.85,0.7357,1,straight_drive
56.08,43.16,4.848,-16.06,0.8136,1,defensive
88.79,109.64,6.46,76.43,0.6709,0,cut
79.89,61.38,6.179,65.88,0.9134,1,cut
104.21,51.58,2.335,1.8,0.7598,1,straight_drive
106.82,44.62,4.327,36.16,0.4022,0,defensive
103.62,47.78,3.821,52.4,0.7063,1,defensive
96.03,76.91,4.516,81.98,0.4431,1,cut
68.57,39.15,3.992,54.2,0.3474,1,defensive
67.4,75.59,4.389,10.69,0.7825,1,defensive
95.76,104.36,6.297,-39.86,0.6336,1,pull
104.71,59.78,5.381,-3.82,0.5488,0,pull
71.33,34.22,4.916,-4.81,0.4528,1,defensive
96.22,43.2,7.657,5.05,0.7909,0,pull
94.33,30.64,3.396,104.88,0.7878,1,cover_drive
104.56,61.51,3.91,6.92,1.0,0,flick
83.2,48.93,3.692,-29.78,0.6383,1,flick
71.73,71.31,3.812,-15.52,0.6558,0,flick
80.83,28.7,3.896,-59.84,0.99,0,flick
90.58,47.96,3.516,-32.25,0.5938,1,flick
85.93,28.65,4.344,-17.33,0.6937,0,defensive
112.44,40.68,3.285,55.14,0.9141,1,cover_drive
83.72,37.69,3.477,56.12,0.7387,1,cover_drive
96.38,60.92,5.924,-41.87,0.694,0,pull
79.22,33.34,4.557,59.15,0.2655,1,defensive
104.53,76.79,6.097,97.82,0.6033,0,cut
108.77,48.15,2.669,25.63,0.7568,1,straight_drive
84.98,53.57,2.975,-41.82,0.3315,1,defensive
78.02,78.4,6.446,60.83,0.5435,0,cut
94.24,16.59,2.676,0.53,0.8163,1,defensive
100.54,64.21,3.332,-31.42,0.6825,0,flick
112.14,73.72,5.553,27.75,0.4926,0,cut
96.69,45.08,2.802,-25.52,0.4924,1,flick
80.94,35.1,4.336,-61.65,0.6479,1,flick
44.72,49.64,3.135,2.62,0.5738,1,straight_drive
98.97,31.97,4.502,47.01,0.8157,1,cover_drive
95.39,34.8,3.861,96.24,0.6769,1,cover_drive
90.11,90.57,5.629,68.19,0.6888,1,cut
68.34,77.06,6.348,84.76,0.6892,1,cut
90.3,4.98,2.869,13.02,0.6212,1,cover_drive
91.11,89.74,6.201,-47.54,0.6084,1,pull
80.05,59.23,7.371,24.15,0.7371,0,cut
88.24,51.81,4.491,-63.91,0.6371,0,flick
82.81,80.64,6.257,58.94,0.8933,0,cut
72.54,41.97,3.501,21.63,0.0974,0,defensive
78.26,36.76,3.442,14.19,0.9668,1,straight_drive
89.02,41.31,5.039,-54.85,0.5726,0,flick
104.67,76.35,7.012,-1.04,0.6736,0,pull
91.0,74.62,4.118,-20.1,0.5805,0,flick
82.06,22.24,3.855,-5.09,0.7669,0,straight_drive
77.96,36.98,3.525,14.22,0.8273,1,straight_drive
114.47,42.98,7.71,-10.34,0.612,0,pull
109.61,35.43,2.658,74.09,0.7365,1,cover_drive
94.58,88.52,6.746,6.27,1.0,1,pull
121.26,76.24,6.354,-33.44,0.4705,0,pull
94.46,30.07,2.653,28.62,0.7914,1,straight_drive
116.07,70.06,7.725,-15.99,0.9227,0,pull
82.2,50.17,2.708,76.63,0.7078,1,cover_drive
71.01,32.4,3.899,5.2,0.4984,1,defensive
99.77,71.14,7.272,-36.95,0.8921,1,pull
76.64,90.07,5.802,84.66,0.9923,0,cut
108.92,63.53,6.223,-4.34,0.8088,0,pull
90.28,23.14,2.873,53.87,0.6747,1,cover_drive
100.46,49.06,3.083,33.67,0.9001,0,defensive
81.18,44.55,3.635,40.08,0.7422,1,cover_drive
49.82,33.23,4.195,-15.95,0.3874,1,defensive
73.7,64.21,3.872,-53.03,0.8326,1,flick
87.94,49.16,7.366,-7.86,0.7977,0,pull
95.6,58.7,4.143,-70.27,0.7679,1,flick
75.85,101.09,4.931,76.07,0.5617,0,cut
72.19,26.26,2.22,60.1,0.8206,1,cover_drive
118.43,29.69,2.684,31.66,0.7392,1,straight_drive
87.24,56.39,3.56,-4.17,0.5287,0,defensive
53.31,47.79,3.654,22.01,0.5424,1,defensive
90.24,28.59,3.726,-40.13,0.6778,1,flick
89.44,56.32,3.306,26.92,0.6985,1,straight_drive
84.91,57.36,5.941,-12.28,0.8392,1,pull
88.24,38.51,3.557,-26.95,0.9303,0,flick
103.64,26.07,4.694,26.62,0.6599,1,defensive
79.28,20.76,3.244,21.71,0.6985,1,cover_drive
111.13,100.01,6.963,48.58,0.5492,0,pull
92.59,38.42,2.906,20.47,0.7571,1,straight_drive
85.07,44.35,3.462,-29.23,0.5594,0,flick
87.04,45.73,2.467,42.12,0.644,1,straight_drive
83.29,79.21,5.487,21.12,0.5209,0,pull
98.04,15.8,3.513,69.64,0.8233,1,cover_drive
81.01,71.94,5.96,51.09,0.7845,0,cut
93.59,16.63,2.969,102.85,0.9072,1,cover_drive
90.41,32.19,3.275,26.56,0.6435,1,cover_drive
99.16,53.4,5.872,82.24,0.74,0,cut
109.26,46.54,2.289,9.91,0.4908,1,straight_drive
97.72,33.31,1.647,10.13,0.6174,1,straight_drive
93.12,48.12,3.577,-12.81,0.6007,1,straight_drive
62.94,41.77,4.171,-7.31,0.4979,1,defensive
97.0,39.96,3.162,25.24,0.6258,1,straight_drive
88.88,50.87,6.083,40.64,0.6948,0,cut
65.99,60.46,3.428,-49.46,0.6901,0,flick
99.7,77.07,6.311,-45.3,0.7888,1,pull
94.82,21.75,3.7,68.53,0.7205,1,cover_drive
93.02,35.52,2.73,-39.03,0.7702,0,straight_drive
96.63,26.89,3.155,77.67,0.527,0,cover_drive
83.9,39.22,2.312,55.22,0.7894,1,cover_drive
89.83,63.13,3.98,-43.54,0.7722,0,flick
93.95,41.83,3.684,8.89,0.7868,1,defensive
62.75,36.21,4.444,-55.16,0.6748,0,flick
86.12,73.86,5.357,61.67,0.856,0,cut
92.87,57.05,3.895,-16.96,0.4293,1,defensive
92.67,33.43,3.244,37.41,0.7879,1,straight_drive
103.4,51.41,4.048,-76.12,0.6553,1,flick
90.72,11.76,2.509,53.6,0.7433,1,cover_drive
104.35,43.66,4.413,-16.38,0.4589,1,defensive
82.78,90.84,7.161,110.93,0.5903,0,cut
77.49,20.22,4.742,38.32,0.3116,1,defensive
102.4,38.85,2.439,45.19,0.8024,1,cover_drive
105.03,34.7,3.91,23.56,0.9758,1,straight_drive
84.3,37.89,4.25,-2.03,0.5878,0,defensive
100.81,43.42,2.601,27.88,0.7946,1,straight_drive
83.1,76.62,5.453,17.77,0.6626,0,pull
92.75,49.05,5.481,89.8,0.5989,0,cut
103.01,36.88,3.893,-25.16,0.7622,1,flick
68.19,8.22,2.946,-27.59,0.4157,1,defensive
52.84,12.1,3.93,13.21,0.4065,0,defensive
67.58,98.49,6.182,60.71,0.81,0,cut
78.55,52.27,5.872,19.42,0.8062,0,defensive
87.06,50.9,4.629,57.83,0.8336,1,cover_drive
86.02,80.56,5.856,63.52,0.6806,1,cut
88.59,36.3,4.093,1.88,0.7487,0,defensive
60.53,26.6,4.751,-17.88,0.4396,1,defensive
89.61,16.82,3.74,38.3,0.6912,1,cover_drive
75.76,55.75,4.011,-62.5,0.6438,1,flick
99.8,32.81,5.659,10.31,0.3295,0,defensive
105.89,94.93,5.991,73.99,0.7963,1,cut
94.1,38.7,3.348,35.1,0.8828,1,straight_drive
102.22,63.22,4.789,78.88,0.6387,0,cut
45.87,38.45,4.913,85.99,0.5678,1,defensive
94.41,55.04,3.808,-30.43,0.575,1,flick
93.11,72.08,5.04,95.81,0.563,0,cut
109.07,34.98,3.318,78.72,0.7098,0,cover_drive
123.2,114.14,6.74,-31.96,0.6934,0,pull
102.75,38.94,3.805,-4.23,0.9711,1,straight_drive
97.54,85.75,6.007,39.59,0.6148,1,pull
102.07,83.92,6.217,67.01,0.7398,0,cut
97.54,67.11,4.853,-11.41,0.4487,1,pull
84.28,76.02,5.74,111.01,0.7822,1,cut
79.53,34.5,3.208,-42.24,0.7649,1,flick
86.14,60.63,4.277,-7.12,0.3085,1,defensive
89.84,69.63,5.941,-23.64,0.6203,0,pull
95.94,71.4,6.089,-27.32,0.8849,0,pull
96.26,20.58,3.047,-15.47,0.6926,1,straight_drive
93.31,36.63,2.974,18.22,0.7561,1,straight_drive
72.76,80.29,6.932,42.65,0.9249,1,cut
89.15,70.0,5.52,62.07,0.6569,0,cut
71.42,64.83,5.978,-22.9,0.6119,1,pull
66.92,51.85,4.339,1.73,0.7196,1,flick
101.41,57.06,6.745,45.5,0.7413,0,cut
87.04,77.74,4.952,26.86,0.7452,0,cut
90.15,66.86,6.893,58.24,0.7269,0,cut
85.51,96.7,5.639,57.91,0.6812,0,cut
76.54,64.82,5.887,78.0,0.7988,0,cut
88.72,0.0,2.655,55.89,0.9277,1,cover_drive
84.66,58.49,7.319,8.83,0.7255,0,pull
75.52,22.21,3.213,-32.18,0.4252,1,defensive
109.63,54.4,2.274,38.66,0.5922,1,cover_drive
93.75,51.61,5.387,83.5,0.7682,1,cut
96.01,97.48,6.362,-7.75,0.7891,0,pull
98.09,77.46,5.613,52.35,0.8827,0,cut
77.11,50.84,6.918,20.46,0.5655,0,pull
93.82,21.8,4.305,49.77,0.5885,0,cover_drive
112.46,30.92,2.225,28.72,0.5235,1,straight_drive
82.7,60.89,2.217,8.13,0.6654,1,straight_drive
101.76,78.4,7.23,-3.92,0.757,0,pull
78.1,56.91,3.695,-46.56,0.6994,0,defensive
76.38,26.05,3.466,-49.06,0.5609,1,flick
78.1,45.99,4.799,-45.83,0.2896,0,defensive
73.63,34.18,3.741,-10.63,0.7632,1,flick
105.0,20.26,3.854,33.28,0.6226,1,cover_drive
104.59,49.72,4.027,-65.58,0.8988,1,flick
74.37,40.01,3.195,42.58,0.8174,1,cover_drive
88.72,32.86,3.309,51.77,0.7025,1,cover_drive
82.13,100.05,6.421,-1.31,0.667,0,pull
89.53,82.96,5.478,76.02,0.7281,1,cut
77.29,33.0,4.122,21.27,0.4569,1,defensive
124.81,71.62,6.395,-9.39,0.619,1,pull
72.59,63.92,6.774,70.22,0.7159,0,cut
96.75,17.8,3.265,-50.44,0.9793,1,flick
94.36,70.77,4.566,-61.06,0.942,1,flick
98.91,54.09,2.543,67.41,0.6327,1,cover_drive
87.29,9.55,4.992,25.39,0.2222,1,defensive
113.04,67.65,7.427,13.54,0.6459,0,pull
78.13,32.21,2.885,79.76,0.5574,1,cover_drive
85.46,84.18,5.751,77.7,0.6845,0,cut
83.56,75.67,7.213,-17.68,0.8802,0,pull
82.58,49.06,4.128,-50.74,0.7337,0,flick
97.02,75.95,5.696,72.85,0.6196,1,cut
56.95,52.94,5.308,-39.78,0.5962,0,defensive
107.42,75.63,6.3,-4.26,0.9355,1,pull
95.7,33.39,7.02,-37.53,0.9334,1,pull
129.19,67.61,5.451,-30.92,0.6116,0,pull
79.38,55.55,3.498,-12.05,0.7462,1,flick
97.21,74.24,4.056,-51.35,0.8522,0,flick
108.48,37.33,6.115,21.68,0.6923,0,pull
79.79,29.61,4.573,-50.63,0.7441,1,flick
85.22,32.38,3.836,-31.46,0.7794,0,flick
104.83,44.35,2.823,7.88,0.6758,0,straight_drive
130.12,51.29,6.197,-15.22,0.8074,0,pull
76.42,34.1,3.721,19.42,0.6933,1,straight_drive
112.37,91.86,6.202,19.69,0.7725,0,pull
94.02,48.55,3.805,-32.98,0.9762,1,flick
108.54,38.62,2.966,59.49,0.6904,1,cover_drive
85.55,36.05,3.893,-31.79,0.7815,1,straight_drive
89.57,36.12,2.957,34.48,0.8549,1,straight_drive
83.58,44.65,2.853,100.99,0.7205,1,cover_drive
94.49,26.54,4.302,-86.15,0.7331,1,flick
98.55,14.7,3.739,26.33,1.0,0,straight_drive
113.33,69.01,7.312,1.04,0.6609,1,pull
91.61,56.44,4.168,45.09,0.6185,0,defensive
94.37,69.17,3.459,-37.71,0.8929,1,flick
112.59,83.72,6.956,7.26,0.6875,0,pull
85.28,82.46,4.841,79.25,0.7133,0,cut
79.31,44.42,3.51,-19.44,0.9835,1,flick
102.36,72.04,6.815,85.87,0.8962,0,cut
84.86,36.12,3.893,-34.63,0.7153,1,flick
84.71,57.95,6.745,34.19,0.7245,0,cut
93.74,79.91,7.252,15.31,0.7598,0,pull
96.16,30.05,3.313,-8.8,0.84,1,straight_drive
104.62,30.59,2.686,-41.11,0.9081,1,flick
102.35,82.31,5.884,-10.11,0.7238,0,pull
86.61,35.6,3.546,8.63,0.7846,1,straight_drive
89.37,81.25,3.724,-75.55,0.7766,1,flick
85.97,89.28,4.693,63.76,0.7243,1,cut
90.26,51.84,5.749,78.36,0.7144,0,cut
82.27,49.76,2.905,11.72,0.8521,1,straight_drive
98.73,26.59,3.071,-65.88,0.7164,1,flick
104.89,44.26,4.817,-42.22,0.9443,1,flick
88.43,48.11,3.378,-56.63,0.5221,1,flick
100.25,59.59,4.375,-58.87,0.8291,1,flick
101.14,37.28,3.061,2.39,1.0,1,straight_drive
90.75,33.09,3.982,24.54,0.6462,1,defensive
85.49,66.07,5.565,38.8,0.7529,0,pull
96.59,39.76,2.813,82.45,0.707,1,cover_drive
88.5,65.19,7.018,-9.09,0.7594,0,pull
99.14,24.26,2.615,51.94,0.9054,1,straight_drive
68.28,41.18,4.137,13.83,0.5616,1,defensive
79.9,45.78,3.41,-32.49,0.6691,1,straight_drive
82.92,72.39,6.889,72.6,0.9164,0,cut
84.72,64.73,4.991,23.07,0.4535,0,defensive
100.04,73.24,6.129,6.91,0.4388,0,pull
95.74,90.03,6.343,25.05,0.8137,0,cut
83.4,70.41,7.652,2.49,0.899,0,pull
88.36,52.91,4.136,-3.79,0.4409,1,defensive
110.09,64.07,7.721,-29.82,0.6613,0,pull
78.59,79.84,5.596,68.62,0.7088,0,cut
118.28,38.57,2.818,44.26,0.8302,1,cover_drive
109.18,30.62,4.077,-39.64,0.8267,1,flick
75.65,33.41,5.351,8.84,0.5755,0,defensive
48.2,40.52,4.773,4.59,0.5945,0,defensive
83.21,84.4,5.533,60.35,0.6767,1,cut
97.27,36.3,2.853,5.51,0.6908,1,straight_drive
82.17,49.98,3.058,24.97,0.8082,1,straight_drive
95.3,81.34,6.457,89.16,0.5968,0,cut
92.58,77.53,6.377,77.28,0.5575,0,cut
89.57,27.7,3.834,34.81,0.5814,1,defensive
91.52,67.2,7.649,-0.3,0.6139,0,pull
94.74,37.87,3.898,-56.94,0.7474,1,flick
72.72,54.71,5.029,-9.26,0.2625,1,defensive
96.32,18.46,4.991,-13.62,0.412,0,defensive
72.68,47.46,3.565,-38.62,0.7191,1,flick
82.16,39.23,3.106,17.52,0.8514,1,straight_drive
102.82,43.37,2.797,68.52,0.7221,0,cover_drive
94.46,53.19,3.376,-6.23,0.8149,1,straight_drive
88.06,89.52,4.904,33.65,0.7445,0,cut
60.73,54.04,4.246,-17.7,0.8569,1,flick
63.73,55.52,2.915,-72.47,0.6779,1,flick
100.45,40.75,4.305,-28.86,0.6165,1,flick
92.62,27.13,3.633,44.33,0.6987,1,cover_drive
67.49,46.14,5.146,38.99,0.7112,1,defensive
81.12,48.78,3.836,-60.18,0.4505,1,flick
81.46,33.65,2.427,23.48,0.6658,1,straight_drive
92.7,83.95,5.927,71.63,0.6402,1,cut
97.98,49.84,3.136,-47.52,0.5822,1,flick
92.35,47.94,3.825,-49.83,0.7111,1,flick
68.33,48.7,3.449,-82.19,0.6435,1,flick
98.2,36.49,3.102,3.86,0.7044,1,straight_drive
69.05,51.32,4.942,38.8,0.7614,0,defensive
65.34,11.19,4.948,11.58,0.5474,0,defensive
95.9,36.42,2.632,36.9,0.8361,1,cover_drive
80.03,44.26,3.553,43.16,0.7382,1,cover_drive
83.35,29.05,5.013,-12.13,0.303,1,defensive
84.58,50.02,2.979,8.61,0.8579,0,straight_drive
89.31,77.86,5.92,0.88,0.7705,0,pull
86.8,49.58,3.983,-4.53,0.667,0,straight_drive
89.68,52.71,7.242,-27.0,0.6465,0,pull
105.59,62.93,6.392,-43.31,0.5159,1,pull
95.22,40.42,3.806,88.15,0.8365,1,cover_drive
93.58,55.47,3.228,52.72,0.7193,1,cover_drive
104.41,52.13,2.401,73.39,0.5546,0,cover_drive
58.1,23.75,4.419,-7.32,0.5748,1,defensive
114.37,9.99,3.024,54.35,0.7861,0,cover_drive
81.98,30.97,3.425,62.18,0.8417,1,cover_drive
96.94,43.45,2.315,19.79,0.8991,1,straight_drive
74.04,98.54,5.014,-3.97,0.7127,0,pull
78.3,21.86,2.757,33.57,0.6675,1,straight_drive
84.97,53.01,6.874,-31.33,0.3728,0,pull
77.42,50.83,2.81,75.39,0.8169,1,cover_drive
94.48,58.1,3.722,17.06,0.6899,1,straight_drive
83.95,67.73,6.968,-24.78,0.5612,0,pull
76.55,54.22,6.926,80.73,0.6777,0,cut
106.21,65.6,3.594,-45.2,0.6256,0,flick
84.73,85.69,6.765,-8.69,0.6678,0,cut
88.24,74.13,5.527,41.2,0.7176,0,cut
109.14,60.25,6.259,50.33,0.8312,0,pull
96.57,33.61,2.368,38.61,0.6892,1,straight_drive
73.84,48.38,2.474,-58.47,0.3706,1,defensive
81.03,34.03,3.364,-73.16,0.7839,1,flick
96.75,70.44,6.431,-35.61,0.3686,0,pull
55.2,36.18,5.208,-15.95,1.0,0,defensive
99.87,39.24,2.804,-24.47,0.7799,1,straight_drive
105.87,73.63,6.463,58.12,0.7319,0,cut
